/Users/sean/.cache/uv/archive-v0/STMO0wp8zVYYYYzNGD09W/lib/python3.13/site-packages/openpyxl/worksheet/_reader.py:329: UserWarning: Unknown extension is not supported and will be removed
  warn(msg)
band	chromosome	start	stop
96C1	3R	25097672	25136709
96C2	3R	25137701	25193776
96C3	3R	25184383	25192806
96C4	3R	25169565	25214255
96C5	3R	25197571	25218708
96C6	3R	25216297	25224118
96C7	3R	25221589	25245057
96C8	3R	25243039	25275237
96C9	3R	25275790	25292977
96D1	3R	25291370	25340088
96D2	3R	25335257	25473058
96D3	3R	25381065	25384623
96D4	3R	25397788	25400645
96E1	3R	25347431	25482834
96E2	3R	25477868	25608423
96E3	3R	25553703	25554335
96E4	3R	25516118	25624662
96E5	3R	25613666	25621838
96E6	3R	25611013	25651874
96E7	3R	25653091	25661286
96E8	3R	25653091	25677214
96E9	3R	25665809	25685051
96E10	3R	25683623	25740465
96F1	3R	25698727	25763105
96F2	3R	25741348	25778305
96F3	3R	25786329	25853989
96F4	3R	25851632	25872670
96F5	3R	25856154	25888230
96F6	3R	25881984	25897174
96F7	3R	25895822	25906766
96F8	3R	25907022	25966948
96F9	3R	25970080	26007073
96F10	3R	26010893	26063011
96F11	3R	26070378	26071578
96F12	3R	26070378	26098711
96F13	3R	26092850	26093722
96F14	3R	26076592	26130674
97A1	3R	26106868	26137148
97A2	3R	26170847	26187307
97A4	3R	26170847	26230268
97A5	3R	26195250	26230268
97A6	3R	26230248	26261591
97A7	3R	26262662	26277050
97A8	3R	26318355	26362588
97A9	3R	26344290	26345473
97A10	3R	26318355	26362588
97B1	3R	26401909	26403656
97B2	3R	26414088	26450585
97B3	3R	26449079	26460981
97B4	3R	26461527	26535217
97B6	3R	26509539	26522279
97B9	3R	26470078	26604051
97C1	3R	26536350	26604051
97C2	3R	26607047	26639515
97C3	3R	26637805	26681966
97C4	3R	26645282	26714159
97C5	3R	26697697	26730117
97D1	3R	26735417	26769828
97D2	3R	18705501	26863130
97D3	3R	26842462	26875742
97D4	3R	26875852	26881171
97D5	3R	26876630	26910997
97D7	3R	26881734	26945309
97D9	3R	26915761	26949682
97D10	3R	26947868	26958491
97D11	3R	26949692	26977878
97D12	3R	26978541	27057935
97D13	3R	27003236	27007055
97D14	3R	27017180	27051004
97E1	3R	26996980	27087778
97E2	3R	27083130	27121590
97E3	3R	27118646	27151069
97E5	3R	27124759	27165131
97E6	3R	27163124	27194267
97E8	3R	27172090	27218184
97E10	3R	27227070	27247992
97E11	3R	27248234	27265430
97F1	3R	27264374	27322325
97F2	3R	27294286	27322325
97F3	3R	27329693	27330882
97F4	3R	27340622	27372574
97F6	3R	27366780	27437482
97F9	3R	26440778	26448991
97F10	3R	27411671	27412297
98A1	3R	27375088	27467080
98A2	3R	27464189	27489968
98A3	3R	27501366	27533934
98A4	3R	27520866	27559145
98A6	3R	27547775	27582241
98A8	3R	27561675	27596130
98A10	3R	27586474	27634932
98A11	3R	27623359	27626011
98A12	3R	27607879	27636060
98A13	3R	27634625	27656996
98A14	3R	27639886	27660177
98A15	3R	27657078	27677099
98B1	3R	27662439	27703445
98B2	3R	27700361	27905843
98B4	3R	27845089	27847260
98B5	3R	27767966	27916516
98B6	3R	27913777	27988384
98B7	3R	27967008	28090740
98C1	3R	28137647	28153759
98C2	3R	28146880	28240526
98C3	3R	28262735	28304605
98C4	3R	28318162	28353620
98D1	3R	28418208	28474814
98D2	3R	28418208	28519398
98D3	3R	28486953	28540324
98D4	3R	28520665	28544817
98D5	3R	28580976	28591386
98D6	3R	28593488	28635099
98D7	3R	28607939	28642891
98E1	3R	28649909	28695939
98E2	3R	28675041	28744782
98E3	3R	28737109	28758234
98E4	3R	28777212	28791461
98E5	3R	28806702	28844748
98E6	3R	28832301	28870439
98F1	3R	28845270	28922772
98F2	3R	28888072	28970372
98F4	3R	28925003	28972750
98F5	3R	28992976	29039071
98F6	3R	29037057	29062975
98F8	3R	29063039	29108948
98F10	3R	29063039	29128247
98F12	3R	29123369	29149901
98F13	3R	29148247	29194994
99A1	3R	29171191	29244827
99A4	3R	29240580	29244827
99A5	3R	29251826	29297180
99A6	3R	29244961	29250451
99A7	3R	29315254	29369777
99A9	3R	29377646	29487131
99A11	3R	29458779	29459278
99B1	3R	29377646	29503797
99B2	3R	29515717	29535354
99B3	3R	29556386	29565244
99B4	3R	29587237	29617157
99B5	3R	29591831	29659984
99B6	3R	29630304	29668877
99B7	3R	29666814	29689311
99B8	3R	29692591	29716896
99B9	3R	29718663	29745092
99B10	3R	29741972	29794113
99B11	3R	29774324	29775051
99C1	3R	29765995	29807127
99C2	3R	29806811	29837447
99C3	3R	29835950	29837447
99C4	3R	29841657	29868895
99C5	3R	29863701	29903231
99C6	3R	29877059	29920289
99C7	3R	29914521	29948207
99C8	3R	29950796	29969447
99D1	3R	29950796	30022221
99D2	3R	30015513	30035311
99D3	3R	30022842	30058131
99D4	3R	30058311	30121798
99D5	3R	30106997	30107532
99D7	3R	30058311	30129119
99D8	3R	30125633	30149606
99D9	3R	30134856	30153699
99E1	3R	30152059	30191252
99E2	3R	30185423	30216938
99E3	3R	30237094	30254097
99E4	3R	30272762	30372382
99E5	3R	30305808	30306640
99F1	3R	30357255	30358138
99F2	3R	30277932	30404989
99F3	3R	30418767	30422971
99F4	3R	30418767	30455867
99F5	3R	30445635	30465736
99F6	3R	30459521	30514355
99F7	3R	30512325	30578905
99F8	3R	30532607	30578905
99F9	3R	30579429	30583697
99F10	3R	30582198	30601489
99F11	3R	30597004	30599296
100A1	3R	30592971	30650858
100A2	3R	30664778	30716848
100A3	3R	30715125	30747172
100A4	3R	30765926	30789202
100A5	3R	30765926	30807978
100A6	3R	30808617	30889062
100A7	3R	30883464	30930682
100B	3R	31122527	31123415
100B1	3R	30912754	31053915
100B2	3R	31054085	31109191
100B3	3R	31106362	31132033
100B4	3R	31131542	31178278
100B5	3R	31134392	31210730
100B6	3R	31204180	31214784
100B7	3R	31213458	31219630
100B8	3R	31220702	31256659
100B9	3R	31255127	31268511
100C1	3R	31300918	31371748
100C2	3R	31311157	31391893
100C3	3R	31382109	31457873
100C4	3R	31405245	31566165
100C6	3R	31543032	31588244
100C7	3R	31580951	31615375
100D1	3R	31611046	31737999
100D2	3R	31737035	31846570
100D3	3R	31812609	32015520
100E1	3R	31978121	31990909
100E2	3R	31846987	32026928
100E3	3R	32038330	32068441
101F	3R	5552823	5554316
101F1	4R	878	114270
102A1	4R	47710	57041
102A3	4R	47710	143123
102A4	4R	69326	175639
102A6	4R	157575	195900
102A7	4R	194732	205945
102A8	4R	210224	227748
102B1	4R	215009	276369
102B2	4R	268175	278174
102B3	4R	276523	331387
102B5	4R	314923	375554
102B6	4R	359938	395605
102B7	4R	375640	395954
102B8	4R	426067	443911
102C1	4R	436957	488994
102C3	4R	501810	540874
102C4	4R	501810	557854
102C5	4R	538332	580122
102C6	4R	571755	598274
102D1	4R	598555	646556
102D2	4R	649041	663103
102D3	4R	649041	663103
102D4	4R	663621	721173
102D5	4R	697689	776474
102E1	4R	724400	834393
102E2	4R	1035288	1053703
102E3	4R	800436	844529
102E4	4R	851174	851624
102E5	4R	853557	912331
102F1	4R	867824	949441
102F2	4R	1035288	1053703
102F3	4R	936819	958392
102F4	4R	959224	1007922
102F5	4R	989725	1027101
102F6	4R	1009895	1034917
102F7	4R	1057365	1077273
102F8	4R	1057365	1271759
100	3L	19750943	19793569
13	X	14839376	14933946
21	2L	21237250	21259675
60	2L	21237250	21259675
61	3L	19750943	19793569
